txn_id,member_id,ts,amount,channel,product,counterparty,geo,narrative,branch,device_id
T100012644,M100533,2025-05-22 08:18:52,168101.0,MOBILE,LOAN,"Mckenzie, Moreno and Herrera",KE-NYR,Modern hundred important heart apply land.,Thika,dev-YiYTmfm
T100012645,M100533,2025-05-23 17:06:34,-1354459.0,CASH,MOBILE,Greene PLC,KE-NYR,Physical enough another note feel audience.,Nyeri,dev-QKMzhlS
T100012646,M100533,2025-02-27 15:41:19,78283.0,AGENT,FIXED,Nguyen-Shaffer,KE-KSM,Point floor human.,Kisumu,dev-wxvKCYq
T100012647,M100533,2025-01-31 13:13:57,84912.0,TELLER,LOAN,Cooper Ltd,KE-NRB,Tree painting one.,Thika,dev-PiTXqk
T100012648,M100533,2025-02-01 17:29:57,117722.0,MOBILE,MOBILE,"Chavez, Larson and Murphy",KE-NRB,Person wonder interview sea sound through.,Eldoret,dev-vsagezTY
T100012649,M100533,2025-08-30 11:28:07,95606.0,MOBILE,MOBILE,"Murphy, Perez and Scott",KE-EDL,Turn pull by whether exactly.,Nyeri,dev-FfhrwmjQ
T100012650,M100533,2025-07-09 05:37:43,126200.0,AGENT,CURRENT,"Miles, Mueller and Weaver",KE-KSM,Method some trip investment drug.,Kisumu,dev-daAhjbbT
T100012651,M100533,2025-07-13 19:05:22,-257417.0,TELLER,LOAN,Flores-Gibbs,KE-EDL,Light article there choose.,Nairobi HQ,dev-oaYNnh
T100012652,M100533,2025-02-05 13:55:58,198516.0,AGENT,SAVINGS,"Mendez, Swanson and James",KE-THK,Consider tree glass live its.,Kisumu,dev-ZIvgwHi
T100012653,M100533,2025-07-13 05:24:19,24288.0,CASH,MOBILE,Gomez-Hampton,KE-EDL,Test partner order experience again.,Mombasa,dev-FxgRAne
T100012654,M100533,2025-03-29 00:18:22,69133.0,CASH,LOAN,"Mccormick, Williams and Robinson",KE-NRB,Really its real conference interesting culture.,Thika,dev-oCmwgvZ
T100012655,M100533,2025-05-10 19:24:38,-189450.0,MOBILE,MOBILE,"Wolfe, Morrison and Padilla",KE-NRB,Event author drive.,Nyeri,dev-JkLyNTSK
T100012656,M100533,2025-07-02 09:02:24,253786.0,TELLER,SAVINGS,Torres-Davila,KE-KSM,Above she painting range.,Nairobi HQ,dev-GqLixlaq
T100012657,M100533,2025-07-23 05:22:04,130026.0,AGENT,CURRENT,Carrillo-Rios,KE-EDL,Style management professor news.,Nakuru,dev-YtEjmyOt
T100012658,M100533,2025-04-13 17:48:52,101591.0,AGENT,LOAN,Tate and Sons,KE-MSA,Option quite field factor perhaps.,Kisumu,dev-kHdypdge
T100012659,M100533,2025-10-03 03:47:02,-67678.0,AGENT,SAVINGS,"Johnson, Schwartz and Allen",KE-NYR,Energy push yourself know walk check.,Kisumu,dev-qXsRpm
T100012660,M100533,2025-04-09 18:30:44,298478.0,CARD,LOAN,Davidson and Sons,KE-NYR,Budget body our color.,Nairobi HQ,dev-nhRVPQYt
T100012661,M100533,2025-05-16 08:39:10,72608.0,CARD,MOBILE,Curtis-Graham,KE-NYR,Class themselves contain might theory whose.,Nairobi HQ,dev-sNxsgVhc
T100012662,M100533,2025-08-21 06:43:20,-399935.0,MOBILE,SAVINGS,Andrade-Thornton,KE-KSM,They true deal.,Thika,dev-epcrDw
T100012663,M100534,2025-06-04 03:59:11,186990.0,MOBILE,LOAN,Marshall-Thomas,KE-EDL,Week quite will probably.,Thika,dev-HwEOEG
T100012664,M100534,2025-04-03 11:50:48,437417.0,CASH,MOBILE,Lopez-Lawrence,KE-EDL,Specific yet nor month.,Thika,dev-cbiSRI
T100012665,M100534,2025-09-04 08:09:10,310643.0,CASH,CURRENT,Alvarado-Sparks,KE-KSM,Other decide three capital system.,Mombasa,dev-QMAWWwUx
T100012666,M100534,2025-04-12 02:11:40,208925.0,TELLER,SAVINGS,Pham PLC,KE-THK,Race may security later Mrs store.,Mombasa,dev-pPQpyhB
T100012667,M100534,2025-10-23 22:19:43,99573.0,TELLER,SAVINGS,Washington-Wilcox,KE-NRB,Side professor us point.,Mombasa,dev-UIbsdcR
T100012668,M100534,2025-08-31 21:57:32,578772.0,MOBILE,SAVINGS,Sanchez Group,KE-NKR,Style save though management continue.,Nakuru,dev-asKpGhe
T100012669,M100534,2025-06-04 05:13:21,161300.0,CARD,SAVINGS,Clark Inc,KE-EDL,Kind foot participant star.,Mombasa,dev-sEQqVcVv
T100012670,M100534,2025-10-10 15:02:39,579028.0,MOBILE,FIXED,"Alvarado, Hernandez and Fisher",KE-THK,Turn sea training structure concern boy.,Thika,dev-wfdYdKb
T100012671,M100534,2025-04-27 00:33:36,141533.0,MOBILE,LOAN,Garcia PLC,KE-NKR,Catch one south accept return write.,Kisumu,dev-ZyCwTM
T100012672,M100534,2025-03-29 11:59:46,270392.0,MOBILE,SAVINGS,"Stanley, Harrell and Garcia",KE-EDL,Offer girl sell big painting.,Thika,dev-rxWxHSJ
T100012673,M100534,2025-07-07 08:10:44,599020.0,CARD,CURRENT,"Campbell, Gutierrez and Buck",KE-EDL,Program admit attorney have.,Eldoret,dev-hpuWqw
T100012674,M100534,2025-09-22 16:23:02,208015.0,CASH,FIXED,Lee PLC,KE-EDL,Account represent bad food.,Nairobi HQ,dev-SzkDOR
T100012675,M100534,2025-04-14 11:30:26,1109882.0,CARD,MOBILE,Washington LLC,KE-EDL,Language beyond far.,Nakuru,dev-iOsnGMRp
T100012676,M100534,2025-08-13 23:15:13,106059.0,MOBILE,CURRENT,Cooper-Moore,KE-NRB,Consumer whole anyone.,Thika,dev-HWabumqQ
T100012677,M100534,2025-05-14 07:04:30,-129978.0,AGENT,CURRENT,"Jones, Martin and Moore",KE-EDL,Painting ahead job for together.,Nairobi HQ,dev-zPctMdRc
T100012678,M100534,2025-09-02 11:41:18,346968.0,TELLER,SAVINGS,Silva-Jones,KE-NYR,Discover play series cut.,Mombasa,dev-XFUmkRf
T100012679,M100534,2025-04-16 00:42:54,133482.0,CASH,FIXED,Galloway-Bradley,KE-THK,Somebody small deep structure up.,Kisumu,dev-POyUiUT
T100012680,M100534,2025-03-09 05:16:53,-158489.0,CASH,CURRENT,Huber and Sons,KE-EDL,Throughout general product.,Nakuru,dev-rseYJS
T100012681,M100534,2025-03-05 04:24:20,-1081150.0,AGENT,MOBILE,Hopkins-Lambert,KE-NYR,Site list political save military.,Kisumu,dev-TsUzruda
T100012682,M100534,2025-05-22 01:07:25,146930.0,MOBILE,SAVINGS,"Jimenez, Jackson and Carson",KE-NYR,Fly interesting physical small board middle.,Kisumu,dev-hEzBZt
T100012683,M100534,2025-05-13 19:32:37,-130719.0,MOBILE,SAVINGS,Daniels-Bray,KE-MSA,Fight article politics score TV finish.,Kisumu,dev-ShwRcoO
T100012684,M100535,2025-10-21 17:18:30,-216320.0,TELLER,FIXED,Harrison PLC,KE-MSA,Political quality event per number.,Kisumu,dev-rQQYTnDE
T100012685,M100535,2025-06-08 10:52:13,-262248.0,CARD,MOBILE,Rios PLC,KE-NKR,Road almost relationship result.,Mombasa,dev-jwWMdW
T100012686,M100535,2025-08-14 21:48:37,60846.0,CASH,CURRENT,Snyder-Ellis,KE-NYR,Technology reality fine contain.,Kisumu,dev-miSdiXF
T100012687,M100535,2025-02-02 03:33:34,-389492.0,CASH,FIXED,Summers-Lowe,KE-EDL,Specific up claim federal level police.,Thika,dev-jTVRvhRr
T100012688,M100535,2025-10-18 19:41:07,965521.0,CASH,MOBILE,"Morales, Greer and Mueller",KE-NRB,Citizen service nor.,Mombasa,dev-yYvgWyH
T100012689,M100535,2025-06-23 10:34:01,449148.0,TELLER,SAVINGS,Cohen-Cruz,KE-NRB,Development task manager.,Eldoret,dev-MFrzcjMg
T100012690,M100535,2025-09-01 20:18:44,65512.0,CASH,MOBILE,Valdez and Sons,KE-KSM,Program series worry.,Nakuru,dev-FIXdal
T100012691,M100535,2025-10-20 07:50:41,130222.0,CARD,LOAN,Forbes-Wolf,KE-THK,Feel operation whole.,Nairobi HQ,dev-RnQiHPYv
T100012692,M100535,2025-02-26 08:26:05,166849.0,MOBILE,MOBILE,Cuevas Inc,KE-NYR,Street somebody west almost bank impact.,Nairobi HQ,dev-lscgZPqt
T100012693,M100535,2025-06-25 07:55:43,179783.0,TELLER,SAVINGS,Scott LLC,KE-NRB,Billion picture reach enjoy laugh fire.,Nakuru,dev-oGYIVm
T100012694,M100535,2025-07-23 00:30:46,358500.0,AGENT,CURRENT,"Young, Edwards and Smith",KE-EDL,Church learn doctor.,Eldoret,dev-xTYcbowk
T100012695,M100535,2025-04-25 09:22:54,59749.0,CASH,SAVINGS,"Davenport, Wright and Daniel",KE-EDL,Health want maintain institution garden evidence.,Mombasa,dev-cAwrCJig
T100012696,M100535,2025-06-04 21:59:41,350871.0,TELLER,MOBILE,Mueller Group,KE-NYR,Break mean ahead third.,Nakuru,dev-DnvyRO
T100012697,M100535,2025-10-13 06:06:27,157037.0,CARD,FIXED,"Gilmore, Harris and Ramos",KE-NRB,Likely season record accept here hold some.,Eldoret,dev-ZFCnToj
T100012698,M100535,2025-06-24 21:11:54,114029.0,CASH,MOBILE,Munoz Group,KE-THK,And ready course.,Nairobi HQ,dev-uiBwyB
T100012699,M100535,2025-02-17 23:40:44,-438616.0,CASH,SAVINGS,Drake-Jones,KE-EDL,Bank recent price response.,Nyeri,dev-FWQvhgZD
T100012700,M100535,2025-02-08 22:59:32,-226674.0,AGENT,CURRENT,"Mack, Summers and Allen",KE-KSM,Trade yes resource cost edge yeah.,Eldoret,dev-ggaJQd
T100012701,M100535,2025-09-19 02:46:28,666438.0,MOBILE,SAVINGS,Bowman-Fernandez,KE-NYR,Especially modern vote ever choose exactly.,Nyeri,dev-szjGyedx
T100012702,M100535,2025-03-03 06:47:40,-40684.0,CARD,LOAN,Jones-Aguirre,KE-NKR,Level response kitchen reality each.,Nyeri,dev-yfqvXt
T100012703,M100535,2025-06-09 05:07:37,459271.0,TELLER,MOBILE,Hill-Sanders,KE-NRB,Design question better support.,Eldoret,dev-UxKUUC
T100012704,M100535,2025-04-16 21:20:48,342316.0,MOBILE,LOAN,"Brown, Stone and Miller",KE-NRB,Chair others how.,Eldoret,dev-IaDAYaF
T100012705,M100535,2025-08-05 07:21:51,221483.0,CASH,CURRENT,Johnson-Horton,KE-THK,Country nature trial including.,Thika,dev-kpbFNmxe
T100012706,M100535,2025-08-05 12:14:36,279897.0,AGENT,FIXED,"Crawford, Gutierrez and Hardy",KE-NYR,This know area discuss such believe.,Eldoret,dev-qNNdrsgH
T100012707,M100535,2025-09-29 06:25:03,-114455.0,CARD,MOBILE,Johnson LLC,KE-NRB,Program six before upon several though.,Nairobi HQ,dev-FBsEtS
T100012708,M100535,2025-09-22 03:22:04,-177880.0,TELLER,LOAN,"Martin, Robertson and Simpson",KE-MSA,Tell idea over particularly him appear.,Nakuru,dev-LijedWh
T100012709,M100535,2025-07-18 23:15:00,18485.0,MOBILE,CURRENT,Hester-Jenkins,KE-EDL,Word need teacher strategy.,Nakuru,dev-uqPIwJwT
T100012710,M100535,2025-07-28 23:54:59,231877.0,MOBILE,FIXED,"Armstrong, Wright and Parsons",KE-EDL,Along five mission.,Nakuru,dev-rlSqMoA
T100012711,M100535,2025-03-28 03:04:58,-608747.0,MOBILE,MOBILE,Williams Group,KE-MSA,Green network long mention push image give.,Kisumu,dev-RDdyFK
T100012712,M100535,2025-02-13 22:32:06,252689.0,CASH,SAVINGS,Moody-Gonzalez,KE-EDL,Along happen owner popular bag say.,Mombasa,dev-dgeerHzr
T100012713,M100535,2025-04-03 00:55:21,-206570.0,MOBILE,FIXED,Lee-Martinez,KE-NRB,Sure ok environmental away detail.,Nyeri,dev-aLrLmUqU
T100012714,M100535,2025-10-20 02:47:03,102508.0,CARD,FIXED,"Garcia, Howe and Hughes",KE-KSM,Argue away able best born.,Nyeri,dev-vXHfLQX
T100012715,M100535,2025-03-15 08:25:40,270844.0,AGENT,CURRENT,Graham PLC,KE-MSA,Particularly after court operation similar.,Nyeri,dev-gHPhRCvW
T100012716,M100535,2025-04-09 15:40:27,130190.0,TELLER,SAVINGS,Stewart-Parker,KE-MSA,Mouth heavy eight quality.,Kisumu,dev-MWoXtth
T100012717,M100536,2025-04-04 18:51:18,-448179.0,AGENT,MOBILE,Gutierrez PLC,KE-NKR,Challenge laugh sense owner baby treatment.,Eldoret,dev-nicWKax
T100012718,M100536,2025-08-29 21:14:20,-125819.0,TELLER,LOAN,Moore LLC,KE-NYR,Choose tree example star.,Eldoret,dev-JSuVoQj
T100012719,M100536,2025-09-08 03:31:49,318164.0,CASH,CURRENT,Miller-Johnson,KE-THK,Spring activity agreement skin thank.,Eldoret,dev-KDNKQm
T100012720,M100536,2025-09-04 19:41:24,653033.0,CARD,MOBILE,Santana-Buchanan,KE-MSA,Perhaps defense dinner risk worker.,Eldoret,dev-sgDImkVI
T100012721,M100536,2025-10-04 09:33:04,168694.0,CARD,SAVINGS,"Lewis, Martinez and Scott",KE-NYR,Ball white study where sense economic.,Mombasa,dev-wXdbuEL
T100012722,M100536,2025-10-08 10:42:43,200089.0,MOBILE,MOBILE,Vance LLC,KE-NYR,War program try last serious hope.,Eldoret,dev-wOVAwk
T100012723,M100536,2025-03-17 20:16:12,151590.0,MOBILE,CURRENT,Chung Group,KE-NRB,Consider guy any sea.,Kisumu,dev-VSYeTUx
T100012724,M100536,2025-08-17 17:18:02,158984.0,CARD,MOBILE,Brown PLC,KE-NYR,Nearly race somebody.,Thika,dev-WrbHCvm
T100012725,M100536,2025-06-23 04:44:11,440700.0,TELLER,LOAN,Bauer Group,KE-NKR,Long performance shoulder ever.,Eldoret,dev-LdfKCn
T100012726,M100536,2025-02-25 23:24:15,569857.0,CASH,MOBILE,Brewer-Schroeder,KE-NRB,Factor understand civil.,Mombasa,dev-xmddEy
T100012727,M100536,2025-06-30 22:52:03,127229.0,MOBILE,LOAN,"Harris, Lopez and Ellis",KE-NYR,Style some school reach too above.,Nakuru,dev-Lddzxgh
T100012728,M100536,2025-08-13 18:02:30,160265.0,AGENT,FIXED,Lewis Inc,KE-THK,Area push human.,Nyeri,dev-hQtrMhL
T100012729,M100536,2025-04-02 04:39:06,-137754.0,CASH,MOBILE,Owens-Reyes,KE-THK,Let up system believe visit.,Mombasa,dev-KAyFtIfB
T100012730,M100536,2025-04-05 18:23:26,-133886.0,CASH,CURRENT,"Nunez, Diaz and Wilson",KE-KSM,System street item.,Kisumu,dev-kLhLbfYv
T100012731,M100536,2025-03-18 23:47:36,146312.0,TELLER,LOAN,"Phillips, Sanchez and Campbell",KE-MSA,Color now less Mrs.,Mombasa,dev-XrzYyCxV
T100012732,M100536,2025-10-09 00:51:23,61272.0,CASH,FIXED,"Campos, Green and King",KE-THK,Nice occur democratic than such ready.,Kisumu,dev-gOAFVoeY
T100012733,M100536,2025-07-11 00:30:24,-358814.0,TELLER,LOAN,Salas-Keller,KE-NRB,Else where edge teacher friend.,Thika,dev-gkGUcS
T100012734,M100536,2025-10-18 08:31:37,604736.0,MOBILE,FIXED,Cox-Schmidt,KE-MSA,Information Republican from than.,Nyeri,dev-WWHZVl
T100012735,M100536,2025-09-10 15:04:08,579615.0,AGENT,LOAN,"Hill, Bowen and Robbins",KE-NRB,Upon study purpose glass series movement.,Thika,dev-KWLNlm
T100012736,M100536,2025-03-25 03:57:51,-191377.0,AGENT,SAVINGS,"Brown, Mendoza and Harrison",KE-MSA,Themselves discussion military.,Nairobi HQ,dev-IaYLPgu
T100012737,M100536,2025-03-22 21:28:20,936695.0,TELLER,MOBILE,"Nelson, Welch and Howell",KE-THK,Of family executive.,Thika,dev-XjTwwW
T100012738,M100536,2025-04-17 07:06:25,51462.0,AGENT,FIXED,Barnett and Sons,KE-NRB,Level size guess.,Kisumu,dev-azxsKlBl
T100012739,M100537,2025-10-25 20:51:57,-124707.0,CASH,LOAN,Moreno-Anderson,KE-NRB,Mrs partner today summer wrong church.,Kisumu,dev-irwsdbrB
T100012740,M100537,2025-06-23 05:16:00,401525.0,CARD,SAVINGS,Lee-Strickland,KE-KSM,Page think suffer just spend pay.,Eldoret,dev-dPlwWSVU
T100012741,M100537,2025-06-24 19:19:08,44153.0,TELLER,MOBILE,"Chapman, Wolf and Burch",KE-MSA,By all rate.,Eldoret,dev-ZaCuclb
T100012742,M100537,2025-04-07 01:31:23,-530115.0,TELLER,FIXED,Rodriguez LLC,KE-THK,Real single somebody me think follow.,Mombasa,dev-zysuKv
T100012743,M100537,2025-02-09 01:54:54,440821.0,TELLER,SAVINGS,Davis Inc,KE-KSM,Go to young keep.,Eldoret,dev-BOogrzoy
T100012744,M100537,2025-04-24 21:24:00,-329704.0,CASH,LOAN,"Ortiz, Nichols and Ramirez",KE-NYR,Job stop return.,Nakuru,dev-RtOIYct
T100012745,M100537,2025-09-04 15:49:37,138765.0,MOBILE,CURRENT,"Hodge, Reyes and Wallace",KE-KSM,Them table son.,Nairobi HQ,dev-vDikUZ
T100012746,M100537,2025-07-03 03:24:19,281247.0,AGENT,SAVINGS,"Sanders, Moore and Wallace",KE-THK,Single at your.,Nairobi HQ,dev-lxtbBhM
T100012747,M100537,2025-04-23 06:17:11,132031.0,TELLER,FIXED,"Coleman, Cruz and Ramirez",KE-EDL,Security admit in room ready friend.,Kisumu,dev-xDlrUYGu
T100012748,M100537,2025-06-01 08:23:40,197319.0,CASH,LOAN,"Finley, Lin and Garcia",KE-EDL,Speech author religious leg yourself reality.,Thika,dev-botQfk
T100012749,M100537,2025-08-31 01:58:55,314852.0,TELLER,CURRENT,Brown-Wood,KE-EDL,Happy blood defense significant.,Nairobi HQ,dev-VLjHSL
T100012750,M100537,2025-05-19 11:56:52,-173609.0,TELLER,SAVINGS,Lucas Inc,KE-MSA,Reason of summer hear effect.,Kisumu,dev-kzWWXv
T100012751,M100537,2025-07-21 23:48:06,-484660.0,TELLER,LOAN,"Young, Hamilton and Nichols",KE-EDL,Dinner west figure.,Nyeri,dev-YiRnkt
T100012752,M100537,2025-05-15 06:02:19,-344213.0,TELLER,SAVINGS,Mccarthy and Sons,KE-MSA,Relationship whom question.,Kisumu,dev-zchVNRk
T100012753,M100537,2025-02-16 10:48:31,511089.0,CASH,SAVINGS,Wise Inc,KE-MSA,Government risk section seat your.,Nairobi HQ,dev-EHjYtzA
T100012754,M100537,2025-02-05 14:05:21,796148.0,CASH,CURRENT,Hoover-Yang,KE-EDL,Crime go movie.,Nakuru,dev-PzXCatM
T100012755,M100537,2025-09-26 10:19:32,139140.0,CASH,MOBILE,Holland-Hart,KE-MSA,Although prepare might.,Nyeri,dev-rIkfUcLW
T100012756,M100537,2025-05-05 19:17:27,234876.0,CARD,LOAN,"Velasquez, Mcdonald and Lewis",KE-NYR,National trouble whether phone billion.,Eldoret,dev-bzZHgh
T100012757,M100537,2025-09-20 00:07:39,328719.0,MOBILE,MOBILE,Long and Sons,KE-NYR,Name recently major indicate reduce water.,Thika,dev-JQeYkzQ
T100012758,M100537,2025-03-08 18:14:06,91160.0,TELLER,MOBILE,Miller-Parsons,KE-MSA,Suffer wear play face PM day.,Thika,dev-RMPxafi
T100012759,M100537,2025-03-05 14:26:15,-229371.0,TELLER,CURRENT,"Cox, Sullivan and Bradley",KE-NKR,Campaign role newspaper hundred.,Nairobi HQ,dev-YPTucI
T100012760,M100537,2025-05-17 10:03:29,145951.0,MOBILE,LOAN,Aguilar-Cross,KE-THK,Research as value.,Mombasa,dev-aNAFQKm
T100012761,M100537,2025-05-11 12:55:11,344613.0,TELLER,LOAN,Roberts Inc,KE-EDL,Body rock she maybe common appear.,Mombasa,dev-aExKRQr
T100012762,M100537,2025-05-15 16:36:02,-100532.0,MOBILE,FIXED,Mckenzie LLC,KE-KSM,Child enough shoulder born.,Nyeri,dev-gYecDsrz
T100012763,M100537,2025-06-07 12:31:33,342798.0,AGENT,CURRENT,"Baker, Jenkins and Monroe",KE-MSA,Animal news return their man.,Thika,dev-cTDSETYb
T100012764,M100537,2025-05-21 08:16:16,247925.0,TELLER,CURRENT,Rivera-Anderson,KE-KSM,Right former understand price since.,Nakuru,dev-RZjlJt
T100012765,M100537,2025-10-17 16:49:13,-135750.0,MOBILE,MOBILE,Nichols-Powell,KE-EDL,South most couple safe.,Kisumu,dev-eDwmhilJ
T100012766,M100537,2025-09-29 03:37:51,590422.0,TELLER,FIXED,Mcneil-Armstrong,KE-KSM,Against generation itself deal.,Nyeri,dev-cXOTMtu
T100012767,M100537,2025-09-08 06:41:05,138744.0,MOBILE,MOBILE,"Mitchell, Barrett and Morgan",KE-NYR,Mrs history ability by pay race.,Eldoret,dev-UKgKApyo
T100012768,M100537,2025-01-29 00:36:32,929046.0,TELLER,SAVINGS,Brown Group,KE-EDL,Catch since take ago avoid movement.,Mombasa,dev-PnOScxv
T100012769,M100537,2025-08-19 05:39:14,185579.0,MOBILE,MOBILE,"Meyer, Torres and Taylor",KE-MSA,Impact seat data almost mind goal.,Eldoret,dev-uDRrhnk
T100012770,M100537,2025-03-01 14:11:37,137849.0,MOBILE,FIXED,Wilson-Anderson,KE-EDL,List mention region.,Nairobi HQ,dev-ttpIGyWw
T100012771,M100537,2025-07-09 19:42:36,-109029.0,CARD,CURRENT,Young PLC,KE-KSM,Daughter inside play.,Nairobi HQ,dev-hCPIMt
T100012772,M100537,2025-02-21 11:27:25,214424.0,CASH,LOAN,Zimmerman Group,KE-NRB,Per discussion provide situation.,Nairobi HQ,dev-bOiWfvo
T100012773,M100538,2025-08-06 11:26:38,199508.0,AGENT,FIXED,Scott-Cross,KE-EDL,Support special personal.,Nairobi HQ,dev-RexFLngv
T100012774,M100538,2025-09-14 17:05:38,-655623.0,CASH,SAVINGS,Mcintosh-Hayes,KE-MSA,Hundred without citizen seem official.,Nakuru,dev-Nqeinw
T100012775,M100538,2025-03-19 20:21:44,-184181.0,CARD,FIXED,"Nichols, Johnson and Parker",KE-EDL,Real follow source away carry.,Nakuru,dev-VkdFGamh
T100012776,M100538,2025-10-02 01:13:13,334089.0,CARD,SAVINGS,"Castro, Oliver and Wright",KE-NRB,Should yard cold.,Thika,dev-fAqyfJ
T100012777,M100538,2025-02-27 01:33:03,450969.0,CARD,MOBILE,"Meyer, Thomas and Gutierrez",KE-THK,Manager which plant operation great.,Nyeri,dev-MqAHHf
T100012778,M100538,2025-10-18 16:28:07,-125441.0,AGENT,MOBILE,Higgins-Garcia,KE-EDL,Identify real body successful.,Nairobi HQ,dev-aBecHn
T100012779,M100538,2025-09-14 06:37:28,373419.0,AGENT,MOBILE,Hanson-Wallace,KE-NYR,Toward air happen area thought.,Nakuru,dev-AGLnzZ
T100012780,M100538,2025-10-12 20:43:11,326813.0,MOBILE,MOBILE,"Huang, Hays and Mora",KE-NKR,Beautiful specific us lay.,Nakuru,dev-UCXCezQA
T100012781,M100538,2025-10-09 15:34:26,735036.0,CASH,LOAN,Chandler Ltd,KE-THK,What fly just.,Kisumu,dev-FVaDcX
T100012782,M100538,2025-07-26 11:37:54,-117040.0,CARD,FIXED,"Kennedy, Anderson and Peterson",KE-EDL,Understand law away possible.,Nairobi HQ,dev-YCRwovyh
T100012783,M100538,2025-07-01 14:32:32,-261831.0,CASH,FIXED,Williams-Vaughn,KE-NKR,Onto tax treatment general report.,Nyeri,dev-xoohHLO
T100012784,M100538,2025-04-27 04:48:39,-68462.0,MOBILE,LOAN,Haley-Rogers,KE-THK,Region almost strategy.,Thika,dev-KJrOhGM
T100012785,M100538,2025-06-21 16:59:38,-476879.0,AGENT,MOBILE,Taylor Inc,KE-THK,Set five western large interview.,Thika,dev-IjFQsVTh
T100012786,M100538,2025-09-06 01:17:56,99812.0,MOBILE,MOBILE,Bauer Inc,KE-EDL,Agency but month high hotel with.,Nakuru,dev-GSYFGnot
T100012787,M100538,2025-06-15 23:53:05,284885.0,MOBILE,FIXED,"Schwartz, Chavez and Taylor",KE-NYR,Hundred change door group.,Mombasa,dev-rkOgYXJt
T100012788,M100538,2025-03-05 03:13:20,-313490.0,MOBILE,CURRENT,"Lopez, Bird and Schaefer",KE-NKR,Southern suddenly adult note.,Nakuru,dev-QdEeUGV
T100012789,M100538,2025-06-03 14:13:12,-53850.0,MOBILE,SAVINGS,"Harris, Murillo and Hodges",KE-NRB,Upon church option body set particularly.,Kisumu,dev-mktUIFiP
T100012790,M100538,2025-03-14 09:24:29,132250.0,AGENT,MOBILE,Kerr-Wheeler,KE-KSM,Statement customer huge back above should.,Nakuru,dev-qjilZtkp
T100012791,M100538,2025-02-24 03:00:16,59178.0,TELLER,SAVINGS,Walker-Steele,KE-NKR,Do employee knowledge the.,Nyeri,dev-xODpdM
T100012792,M100538,2025-10-23 19:35:20,214057.0,TELLER,MOBILE,"Morgan, Sanchez and Barnes",KE-MSA,Or individual make conference stay.,Nyeri,dev-AZcbUFA
T100012793,M100538,2025-09-05 01:53:37,214243.0,CASH,FIXED,Livingston Inc,KE-MSA,Spend rock understand appear.,Nakuru,dev-vyJEpP
T100012794,M100538,2025-02-16 20:10:33,38968.0,CARD,MOBILE,Evans Group,KE-NKR,Just eight body chance much.,Nyeri,dev-hbFOHcH
T100012795,M100539,2025-10-03 03:18:45,177444.0,MOBILE,CURRENT,"Scott, Brown and Holloway",KE-THK,Large chair not feel cover beautiful.,Eldoret,dev-UxeUkkw
T100012796,M100539,2025-09-05 00:48:04,-147854.0,CASH,SAVINGS,"Taylor, Powell and Powers",KE-EDL,Term world voice.,Kisumu,dev-LlYenMc
T100012797,M100539,2025-02-27 18:59:36,-199819.0,MOBILE,CURRENT,Simmons-Long,KE-KSM,Program family poor population if.,Thika,dev-sENAbwyS
T100012798,M100539,2025-05-13 16:12:03,335697.0,AGENT,CURRENT,"Tucker, Sanchez and Kidd",KE-MSA,Speech force field rich particularly.,Nairobi HQ,dev-OOsSRC
T100012799,M100539,2025-08-08 00:05:45,322678.0,AGENT,CURRENT,Watson-Gomez,KE-NYR,Speech opportunity wear put.,Kisumu,dev-NTsJUQn
T100012800,M100539,2025-06-25 21:11:25,71022.0,CASH,MOBILE,Donovan Group,KE-THK,Evening look chair well thank.,Eldoret,dev-qlFpvDJ
T100012801,M100539,2025-03-21 02:26:11,-573388.0,AGENT,FIXED,Gordon Inc,KE-THK,Born much still radio.,Nyeri,dev-tphmVBtg
T100012802,M100539,2025-05-28 12:36:09,-349290.0,CARD,SAVINGS,Stone and Sons,KE-NYR,Save low job.,Thika,dev-BcfUnKC
T100012803,M100539,2025-06-18 11:24:16,-278864.0,TELLER,LOAN,Harmon LLC,KE-MSA,Decision eat when.,Mombasa,dev-XGnaHnp
T100012804,M100539,2025-08-08 01:22:20,342846.0,TELLER,FIXED,Decker Ltd,KE-KSM,Beautiful idea family.,Mombasa,dev-VLOGOq
T100012805,M100539,2025-08-31 15:53:56,158884.0,AGENT,FIXED,Castro-Day,KE-KSM,Performance research view lead.,Nyeri,dev-SrNDFy
T100012806,M100539,2025-05-24 17:41:19,133936.0,AGENT,CURRENT,Solomon and Sons,KE-EDL,Build out book bring against you.,Kisumu,dev-tMkjciSo
T100012807,M100539,2025-07-06 13:50:08,-109899.0,TELLER,CURRENT,"Humphrey, Rowe and Arnold",KE-KSM,Word run career.,Kisumu,dev-GWPwsygm
T100012808,M100539,2025-07-13 08:43:32,189312.0,CASH,CURRENT,"Moore, Alexander and Graham",KE-NKR,Effort attention media admit oil hand.,Nyeri,dev-ZTQjtYd
T100012809,M100539,2025-02-24 11:39:14,-140469.0,TELLER,MOBILE,Silva-Santiago,KE-THK,Hospital fish or up ok.,Kisumu,dev-RKaTMdn
T100012810,M100539,2025-09-08 09:09:44,569941.0,MOBILE,FIXED,"Miller, Hunt and Mclean",KE-MSA,Doctor course bill different.,Thika,dev-qYdreUAa
